#city;country;lat;lng;pop
Recife;Brazil;-8.07565;-34.9156;2564549
Ratnapura;Sri Lanka;6.693;80.386;47832
Paris;France;48.8667;2.33334;4957588
Valladolid;Mexico;20.6704;-88.2;44071
Pinas;Ecuador;-3.67002;-79.65;16981
Viacha;Bolivia;-16.65;-68.2999;34776
Cairns;Australia;-16.8878;145.763;132107
Cheboksary;Russia;56.13;47.25;444027
Agadez;Niger;16.9959;7.98281;103165
Azare;Nigeria;11.6804;10.19;87912
Mandya;India;12.5704;76.92;209939
Puerto Princesa;Philippines;9.75427;118.744;147882
Manica;Mozambique;-18.9696;32.88;3713
Carahue;Chile;-38.7095;-73.17;8592
Hradec Kralove;Czech Republic;50.206;15.812;95195
Belgrade;Serbia;44.8186;20.468;1099000
Brest;France;48.3904;-4.49501;142914
Quang Ngai;Vietnam;15.1504;108.83;184625
Weifang;China;36.7204;119.1;973866
Bafoulabe;Mali;13.8004;-10.82;26823
Khomeini Shahr;Iran;32.7004;51.47;437138
Singida;Tanzania;-4.81962;34.74;47749
Wagga Wagga;Australia;-35.1222;147.34;45549
Bremerton;United States of America;47.5736;-122.642;82039
Thanh Hoa;Vietnam;19.82;105.8;197551
Lulea;Sweden;65.5966;22.1584;47094
Itapetininga;Brazil;-23.59;-48.04;120889
Aarhus;Denmark;56.1572;10.2107;232325
Guadalajara;Spain;40.6337;-3.16659;51906
Alpine;United States of America;30.3607;-103.665;6429
Okara;Pakistan;30.8104;73.45;223648
Lander;United States of America;42.833;-108.733;6742
Haeju;North Korea;38.0394;125.714;223313
Huaibei;China;33.9504;116.75;908019
Acarigua;Venezuela;9.58038;-69.2;202312
Magangue;Colombia;9.22999;-74.74;94912
Kamphaeng Phet;Thailand;16.473;99.529;58787
Puke;Albania;42.0333;19.8833;6495
Luan Chau;Vietnam;21.74;103.343;7335
Bien Hoa;Vietnam;10.97;106.83;652646
Nova Vicosa;Brazil;-17.88;-39.37;30250
Jiangmen;China;22.5804;113.08;532419
Chita;Russia;52.055;113.465;293153
Mexicali;Mexico;32.65;-115.48;736138
Sumy;Ukraine;50.9243;34.7809;289801
Chernyshevskiy;Russia;63.0128;112.471;5137
Ushuaia;Argentina;-54.79;-68.31;50483
Valera;Venezuela;9.31996;-70.62;142461
Atbara;Sudan;17.71;33.98;138271
Presidente Prudente;Brazil;-22.12;-51.39;199722
Pursat;Cambodia;12.5337;103.917;32961
Ende;Indonesia;-8.86232;121.649;60930
Kupina;Russia;54.3592;77.2742;9856
Sucre;Bolivia;-19.041;-65.2595;223287
Palatka;Russia;60.1;150.9;12993
Nukus;Uzbekistan;42.47;59.615;228211
Jaguarao;Brazil;-32.56;-53.37;26020
Narathiwat;Thailand;6.43184;101.821;57941
Birjand;Iran;32.88;59.2199;260842
Auxerre;France;47.8004;3.56659;38034
Rocha;Uruguay;-34.483;-54.333;26194
Bifoum;Gabon;-0.332914;10.3832;134
Yellowknife;Canada;62.442;-114.397;18658
Changhua;Taiwan;24.0734;120.513;493294
Lebowakgomo;South Africa;-24.1996;29.5;16852
Irece;Brazil;-11.3;-41.87;48079
Bolobo;Congo (Kinshasa);-2.15952;16.24;22605
Pyu;Myanmar;18.4779;96.4379;37652
Esperanza Station;Antarctica;-63.3753;-57.0259;152
Santa Cruz Cabralia;Brazil;-16.28;-39.03;9980
Blackpool;United Kingdom;53.8304;-3.05001;207946
Medellin;Colombia;6.275;-75.575;2648489
Barra do Bugres;Brazil;-15.0696;-57.19;22386
Campeche;Mexico;19.83;-90.5;204048
Dubbo;Australia;-32.26;148.597;30467
Pilar;Paraguay;-26.8695;-58.3;28435
Sydney;Australia;-33.92;151.185;4135711
Matochkin Shar;Russia;73.27;56.4497;10
Alenquer;Brazil;-1.93959;-54.79;26290
Parowan;United States of America;37.8425;-112.827;2533
Jyekundo;China;33.0166;96.7333;16500
Kangirsuk;Canada;60.0248;-69.9991;549
Shaoxing;China;30.0004;120.57;599141
Roxas;Philippines;11.5853;122.751;91880
Ipu;Brazil;-4.3196;-40.7201;14479
Jorhat;India;26.75;94.2167;69033
Inowroclaw;Poland;52.7799;18.25;78302
Saki;Azerbaijan;41.1923;47.1705;63579
Presidente Dutra;Brazil;-5.25003;-44.52;30330
Moengo;Suriname;5.63;-54.41;7420
Tacloban;Philippines;11.2504;125;234548
Uryupinsk;Russia;50.7734;42.0031;37993
Sheikhu Pura;Pakistan;31.72;73.99;361303
Victoriaville;Canada;46.0504;-71.9667;37963
Dunedin;New Zealand;-45.88;170.48;92438
Chingola;Zambia;-12.5396;27.85;165289
Signy Island;Antarctica;-60.6313;-45.6007;4
Chabahar;Iran;25.3004;60.6299;56544
Mangyshlak;Kazakhstan;43.6905;51.1417;147443
Zaozernyy;Russia;55.962;94.7028;33865
Gombe;Nigeria;10.2904;11.17;260312
Boulia;Australia;-22.8996;139.9;402
25 de Mayo;Argentina;-37.8;-67.6833;17430
Gamboma;Congo (Brazzaville);-1.87949;15.85;20877
Sunyani;Ghana;7.336;-2.336;70299
Kumertau;Russia;52.7748;55.7843;48667
Alipur Duar;India;26.4837;89.5667;127342
Agapa;Russia;71.4504;89.25;10
Soubre;Ivory Coast;5.79041;-6.61002;83712
Wetaskiwin;Canada;52.9666;-113.383;11562
Nzeto;Angola;-7.2296;12.86;19705
Taloyoak;Canada;69.5333;-93.5333;774
Medina;Saudi Arabia;24.5;39.58;1010000
Cedar Rapids;United States of America;41.97;-91.66;149338
Palapye;Botswana;-22.5596;27.13;27179
Tidore;Indonesia;0.696377;127.436;60611
Geraldton;Australia;-28.7666;114.6;27065
Cooma;Australia;-36.2396;149.12;5661
Boende;Congo (Kinshasa);-0.219587;20.86;24679
Mascara;Algeria;35.4004;0.140033;108230
Uzhur;Russia;55.3292;89.8207;17424
Gyda;Russia;70.8814;78.4661;10
Madiun;Indonesia;-7.63459;111.515;186099
Penapolis;Brazil;-21.41;-50.08;44795
Adana;Turkey;36.995;35.32;1245445
Qasr Farafra;Egypt;27.0671;27.9666;5000
Maastricht;Netherlands;50.853;5.677;122378
Omutninsk;Russia;58.6589;52.1592;29082
Selawik;United States of America;66.6039;-160.009;832
Kolpino;Russia;59.73;30.65;180938
Biloela;Australia;-24.3936;150.496;4366
Benton Harbor;United States of America;42.1166;-86.4542;34637
Puerto Heath;Bolivia;-12.4996;-68.6666;10
Lillehammer;Norway;61.1333;10.5;19319
Bannu;Pakistan;32.989;70.5986;586209
Terra Nova Bay;Antarctica;-74.6192;164.219;60
Orleans;France;47.9004;1.90003;170725
Chimaltenango;Guatemala;14.662;-90.82;82370
Jima;Ethiopia;7.67998;36.83;128306
Saransk;Russia;54.1704;45.18;303304
Svendborg;Denmark;55.0704;10.6167;28366
Funchal;Portugal;32.65;-16.88;152807
Kasese;Uganda;0.232478;29.9883;67269
Paso Robles;United States of America;35.6266;-120.69;26221
Ansan;South Korea;37.3481;126.86;695110
Avare;Brazil;-23.11;-48.93;70709
Boke;Guinea;10.94;-14.3;116270
Addis Ababa;Ethiopia;9.03331;38.7;2928864
Dombarovskiy;Russia;50.7546;59.54;5564
Am Timan;Chad;11.0333;20.2833;29664
Bani;Dominican Republic;18.28;-70.331;66709
Maragheh;Iran;37.4204;46.22;151385
Aix-en-Provence;France;43.52;5.44999;145309
Qaminis;Libya;31.6606;20.0155;5348
Trablous;Lebanon;34.42;35.87;361286
Eugene;United States of America;44.05;-123.1;195183
Yaan;China;29.9804;103.08;340000
Diekirch;Luxembourg;49.8833;6.1667;6242
Shibin el Kom;Egypt;30.592;30.9;182900
Rio Negro;Brazil;-26.1;-49.79;44301
Floriano;Brazil;-6.76958;-43.03;35923
Shonzhy;Kazakhstan;43.5421;79.4703;3902
Perito Moreno;Argentina;-46.6;-70.9334;3766
Porto Seguro;Brazil;-16.4296;-39.08;72031
Constantine;Algeria;36.36;6.59995;527638
Busia;Uganda;0.454444;34.0758;47100
Leo;Burkina Faso;11.094;-2.098;26884
Zaraza;Venezuela;9.3404;-65.32;35279
Tokyo;Japan;35.685;139.751;22006299
Katakwi;Uganda;1.89111;33.9661;8400
Catamarca;Argentina;-28.47;-65.78;162586
Anapolis;Brazil;-16.3196;-48.96;278595
Saharanpur;India;29.97;77.55;484873
Babahoyo;Ecuador;-1.79959;-79.54;59873
Beaufort West;South Africa;-32.3496;22.57;28070
Davis Station;Antarctica;-68.7777;78.1407;45
Wajir;Kenya;1.75037;40.05;40240
Urbana;United States of America;40.11;-88.2042;91792
Al Ayn;United Arab Emirates;24.2305;55.74;352500
Pyay;Myanmar;18.8165;95.2114;124833
San Cristobal de Las Casas;Mexico;16.75;-92.6334;157828
Gunsan;South Korea;35.9818;126.716;243743
Nis;Serbia;43.3304;21.9;230444
Norman Wells;Canada;65.2837;-126.85;650
Kirkenes;Norway;69.725;30.0516;2728
Sena Madureira;Brazil;-9.07;-68.67;23354
McCook;United States of America;40.2056;-100.626;8003
Leipzig;Germany;51.3354;12.41;523750
Zalau;Romania;47.175;23.063;63232
Urubamba;Peru;-13.3042;-72.1166;5985
Hearst;Canada;49.7005;-83.6666;4894
Gharyan;Libya;32.1704;13.02;116014
Alajuela;Costa Rica;10.02;-84.23;217618
Nakhon Ratchasima;Thailand;15;102.1;271882
Vernal;United States of America;40.4554;-109.528;11175
Trollhattan;Sweden;58.2671;12.3;44532
Bonn;Germany;50.7205;7.08002;496834
Sherlovaya Gora;Russia;50.5306;116.301;411
San Martin;Argentina;-33.07;-68.49;99974
Rawlins;United States of America;41.7907;-107.234;8458
Marovoay;Madagascar;-16.0995;46.6333;16513
Nuevo Laredo;Mexico;27.5;-99.55;255152
Lubbock;United States of America;33.58;-101.88;212343
Greenock;United Kingdom;55.9333;-4.75003;59065
Lethbridge;Canada;49.7005;-112.833;64594
Riohacha;Colombia;11.5403;-72.91;112808
Itabuna;Brazil;-14.7896;-39.28;213799
Melun;France;48.5333;2.66665;144192
Qairouan;Tunisia;35.6804;10.1;132158
Wilmington;United States of America;39.7463;-75.5469;116205
Kunming;China;25.07;102.68;1977337
Birdsville;Australia;-25.8996;139.367;283
Naryan Mar;Russia;67.6474;53.0574;19849
Pagadian;Philippines;7.85297;123.507;159590
Sur;Oman;22.5758;59.5348;68738
Mbuji-Mayi;Congo (Kinshasa);-6.15003;23.6;1084880
Bradford;United Kingdom;53.8;-1.74998;397708
Valdosta;United States of America;30.8329;-83.2786;53420
Phangnga;Thailand;8.451;98.534;9676
Xichang;China;27.88;102.3;253390
Peoria;United States of America;40.7;-89.67;142622
Ruyigi;Burundi;-3.481;30.244;38458
Tougan;Burkina Faso;13.069;-3.07;17590
Honiara;Solomon Islands;-9.43799;159.95;66313
Manono;Congo (Kinshasa);-7.30003;27.45;46111
Saldanha;South Africa;-33.01;17.93;37469
Manjimup;Australia;-34.2333;116.15;4016
Lujan;Argentina;-34.5796;-59.11;69744
Crotone;Italy;39.0833;17.1233;59313
Tubarao;Brazil;-28.48;-49.02;79760
Marseille;France;43.29;5.37501;1097405
Loikaw;Myanmar;19.665;97.206;17293
Ciudad Victoria;Mexico;23.72;-99.13;272411
Melut;South Sudan;10.4337;32.2;6407
Santo Angelo;Brazil;-28.3;-54.28;65013
Imbituba;Brazil;-28.2296;-48.66;28380
Massangena;Mozambique;-21.5373;32.9564;634
Ventspils;Latvia;57.3899;21.5606;42764
Bandundu;Congo (Kinshasa);-3.30999;17.38;107997
Fukushima;Japan;37.74;140.47;278961
Divo;Ivory Coast;5.839;-5.36;127867
Qinzhou;China;21.9504;108.62;173186
Urumqi;China;43.805;87.575;1829612
Portsmouth;United Kingdom;50.8003;-1.08002;323676
Kitty Hawk;United States of America;36.0773;-75.7047;2109
Villa Martin;Bolivia;-20.7666;-67.7833;10
Tokmak;Kyrgyzstan;42.8299;75.2846;87953
Rijeka;Croatia;45.33;14.45;156082
Belomorsk;Russia;64.5252;34.7658;12165
Paterson;United States of America;40.92;-74.17;151205
Omagh;United Kingdom;54.6;-7.3;18691
Burnie;Australia;-41.0666;145.917;18490
Bandarbeyla;Somalia;9.48331;50.8167;13753
Coronel;Chile;-37.0299;-73.16;78594
Chistopol;Russia;55.3648;50.6407;52232
Sumbe;Angola;-11.21;13.85;29638
Merowe;Sudan;18.4833;31.8167;7405
Varanasi;India;25.33;83;1258202
Samara;Russia;53.195;50.1513;996595
Golela;Swaziland;-27.2962;31.9;3695
Espungabera;Mozambique;-20.4501;32.77;393
Tatabanya;Hungary;47.55;18.433;70541
Tengchong;China;25.0333;98.4666;126058
Sekondi;Ghana;4.94328;-1.70402;212560
Seattle;United States of America;47.57;-122.34;1821684
Ongole;India;15.5604;80.05;187866
Coronel Bogado;Paraguay;-27.17;-56.25;14297
Dilolo;Congo (Kinshasa);-10.6996;22.3333;7854
Oldeani;Tanzania;-3.34963;35.55;7300
Jullundur;India;31.3349;75.569;820089
Batu Pahat;Malaysia;1.85036;102.933;177927
Ndele;Central African Republic;8.40914;20.653;7355
Budaun;India;28.03;79.09;161555
Doba;Chad;8.65044;16.85;26966
Hargeysa;Somaliland;9.56002;44.0653;362447
La Paz;Argentina;-33.4661;-67.55;4400
Coari;Brazil;-4.07997;-63.13;51897
Las Lajas;Argentina;-38.5163;-70.3666;1218
Lehututu;Botswana;-23.9696;21.87;1942
Bijar;Iran;35.8741;47.5937;48806
Caxito;Angola;-8.57954;13.66;15665
Carazinho;Brazil;-28.29;-52.8;49145
Eidsvold;Australia;-25.3662;151.133;459
Koyuk;United States of America;64.9403;-161.157;254
Xinyu;China;27.8;114.93;505240
Salem;United States of America;42.5225;-70.8831;188982
Dothan;United States of America;31.2235;-85.3906;61715
Asbest;Russia;57.023;61.458;77915
Frankfort;United States of America;38.2008;-84.8734;32214
Bojnurd;Iran;37.47;57.32;200311
Thai Nguyen;Vietnam;21.6;105.83;415000
Ilheus;Brazil;-14.78;-39.05;193060
Kok Yangak;Kyrgyzstan;41.0307;73.2058;14523
Palmer Station;Antarctica;-64.7624;-64.0469;30
Feira de Santana;Brazil;-12.25;-38.97;449194
Yei;South Sudan;4.09038;30.68;112691
Seward;United States of America;60.1262;-149.47;2900
Great Falls;United States of America;47.5003;-111.3;61316
Mbale;Uganda;1.09041;34.17;247084
Eldikan;Russia;60.8;135.183;1516
Laramie;United States of America;41.3114;-105.591;25587
Ciudad Valles;Mexico;21.98;-99.02;112234
Buynaksk;Russia;42.8335;47.113;75800
Riyadh;Saudi Arabia;24.6408;46.7727;4335480
Varna;Bulgaria;43.2156;27.8953;245522
Matsumoto;Japan;36.2404;137.97;217796
Kimchaek;North Korea;40.6723;129.203;187270
Yangmei;Taiwan;24.9167;121.15;162511
Slidell;United States of America;30.275;-89.7811;56019
Gar;China;32.2004;79.9833;5250
Cedar City;United States of America;37.6774;-113.061;25371
Ahar;Iran;38.4829;47.0629;98993
Al Hufuf;Saudi Arabia;25.3487;49.5856;518694
Rodeo;Argentina;-30.2156;-69.14;701
Esbjerg;Denmark;55.467;8.45002;68076
Kiev;Ukraine;50.4334;30.5166;2185754
Cubal;Angola;-13.0396;14.24;4837
Wenatchee;United States of America;47.4236;-120.309;45892
Dibaya;Congo (Kinshasa);-6.50954;22.87;603
Lokhwabe;Botswana;-24.1696;21.83;1473
Guiglo;Ivory Coast;6.55046;-7.48997;37490
Prachuap Khiri Khan;Thailand;11.803;99.8;33521
Yambio;South Sudan;4.57053;28.4163;24420
Qingyuan;China;23.7004;113.03;706717
Nova Iguacu;Brazil;-22.74;-43.47;844583
Magdalena;Bolivia;-13.2601;-64.0528;3445
Kroonstad;South Africa;-27.66;27.21;88413
Sarasota;United States of America;27.3361;-82.5308;321223
Chattanooga;United States of America;35.07;-85.25;206571
Tulcea;Romania;45.1993;28.7967;89381
Kennewick;United States of America;46.2114;-119.136;82331
Al Jawf;Libya;24.2;23.29;24132
Kirundo;Burundi;-2.58472;30.0972;6083
Mweka;Congo (Kinshasa);-4.83962;21.57;45222
Mumbwa;Zambia;-14.9796;27.07;14408
Apatzingan;Mexico;19.08;-102.35;92616
Cap-Chat;Canada;49.1;-66.6833;1475
Egilsstadir;Iceland;65.2674;-14.395;1822
Ilorin;Nigeria;8.49001;4.55;701742
Ciudad Hidalgo;Mexico;19.68;-100.57;59573
National City;United States of America;32.6719;-117.098;104291
Ferfer;Somalia;5.08541;45.165;5205
Kamensk Shakhtinskiy;Russia;48.3318;40.2518;69037
Iskenderun;Turkey;36.5804;36.17;228954
Iseyin;Nigeria;7.97002;3.59;98071
Yishan;China;24.5004;108.667;47062
Fushun;China;41.8654;123.87;1435323
Takamatsu;Japan;34.3447;134.045;329861
Kiselevsk;Russia;54;86.64;87164
Diapaga;Burkina Faso;12.077;1.796;26013
Kadoma;Zimbabwe;-18.33;29.9099;56400
Cheongju;South Korea;36.6439;127.501;719420
Tawau;Malaysia;4.27097;117.896;297996
Pamplona;Spain;42.82;-1.64999;233855
Bacolod;Philippines;10.6317;122.982;730587
Hegang;China;47.4;130.37;657833
Grajau;Brazil;-5.81;-46.15;30217
Qiqihar;China;47.345;123.99;1261682
Loei;Thailand;17.4919;101.732;29908
Yichun;China;47.6999;128.9;443111
Winona;United States of America;44.0504;-91.6392;29757
I-n-Amenas;Algeria;28.0503;9.55;216
Songo;Angola;-7.34959;14.85;10579
Tashtagol;Russia;52.7918;87.8677;21902
Hamilton;Bermuda;32.2942;-64.7839;32910
Fujin;China;47.2704;132.02;80092
Roseburg;United States of America;43.2184;-123.356;25454
Aripuana;Brazil;-9.17;-60.64;26983
Meadow Lake;Canada;54.1301;-108.435;5081
Halley Station;Antarctica;-76.0923;-26.4742;43
Mkokotoni;Tanzania;-5.879;39.26;2572
Tepic;Mexico;21.5054;-104.88;299686
Port Morant;Jamaica;17.891;-76.329;11536
Saravan;Laos;15.716;106.427;5521
Lushnje;Albania;40.94;19.716;41469
Forbes;Australia;-33.3896;148.02;4076
Bozoum;Central African Republic;6.31699;16.3833;25440
Labutta;Myanmar;16.1619;94.7014;1667
Oriximina;Brazil;-1.7596;-55.87;35300
Skopje;Macedonia;42;21.4335;484488
Garden City;United States of America;37.9752;-100.864;27494
Kragujevac;Serbia;44.02;20.92;159335
Maradi;Niger;13.4916;7.0964;198021
Mexico City;Mexico;19.4424;-99.131;14919501
Sinuiju;North Korea;40.0859;124.421;167234
Juan Aldama;Mexico;24.2904;-103.39;13117
Sheberghan;Afghanistan;36.658;65.7383;74441
Salluit;Canada;62.1826;-75.6595;106
Port Moresby;Papua New Guinea;-9.46471;147.193;267434
Jefferson City;United States of America;38.5766;-92.1733;45511
Charleroi;Belgium;50.4204;4.45;272749
Svobodnyy;Russia;51.4062;128.131;62318
Welkom;South Africa;-27.97;26.73;279011
Mitzik;Gabon;0.783711;11.5666;3998
Liberec;Czech Republic;50.8;15.08;99972
Gangneung;South Korea;37.7559;128.896;173797
Ipiales;Colombia;0.830374;-77.65;93673
San Luis Potosi;Mexico;22.17;-101;834852
Kandahar;Afghanistan;31.61;65.6949;613871
Nacogdoches;United States of America;31.6037;-94.6553;30691
Chilca;Peru;-12.5196;-76.74;6556
Zhenjiang;China;32.22;119.43;743276
San Nicolas;Argentina;-33.33;-60.24;117123
San Andres;Colombia;12.5621;-81.6903;58257
Tatui;Brazil;-23.35;-47.86;81936
Farah;Afghanistan;32.3917;62.0968;58604
Oostanay;Kazakhstan;53.2209;63.6283;223450
Amritsar;India;31.64;74.87;1152225
Kemi;Finland;65.7333;24.5817;17060
Tangail;Bangladesh;24.25;89.92;180144
Ciudad Madero;Mexico;22.3189;-97.8361;165411
San Antonio Oeste;Argentina;-40.7329;-64.9333;8492
Vila Real;Portugal;41.294;-7.737;17001
Sanya;China;18.2591;109.504;253721
Bombo;Uganda;0.583299;32.5333;48000
Changsha;China;28.2;112.97;2338969
Farafangana;Madagascar;-22.8166;47.8332;14992
Quinhagak;United States of America;59.7492;-161.916;250
Shiyan;China;32.57;110.78;653823
Teyateyaneng;Lesotho;-29.153;27.753;5115
Adelaide River;Australia;-13.2495;131.1;237
Ahmednagar;India;19.1104;74.75;379450
Shepparton;Australia;-36.3746;145.391;33430
Arrecife;Spain;28.969;-13.5378;47182
Caico;Brazil;-6.45962;-37.1;42378
Cholpon Ata;Kyrgyzstan;42.6513;77.0811;14086
Loubomo;Congo (Brazzaville);-4.1796;12.67;97929
Manzhouli;China;49.6;117.43;74214
Polatli;Turkey;39.5842;32.1472;72631
Cherskiy;Russia;68.7501;161.33;3707
Bundaberg;Australia;-24.8791;152.351;46062
Morawa;Australia;-29.2163;116;259
Anyang;China;36.08;114.35;834064
Apatity;Russia;67.5731;33.393;64046
Luanshya;Zambia;-13.1333;28.4;132679
Toguchin;Russia;55.2377;84.3777;20087
Memphis;United States of America;35.12;-90;753843
Hamhung;North Korea;39.9101;127.545;595670
Az Zawiyah;Libya;32.7604;12.72;193061
Guilin;China;25.28;110.28;818176
Muscat;Oman;23.6133;58.5933;660779
Stockton;United States of America;37.9581;-121.29;488506
North Platte;United States of America;41.1363;-100.771;24709
Collipulli;Chile;-37.96;-72.43;11307
Suez;Egypt;30.005;32.5499;498230
Vryburg;South Africa;-26.96;24.73;31589
Sibut;Central African Republic;5.73377;19.0833;26304
Nara;Mali;15.18;-7.27998;18459
Tangshan;China;39.6243;118.194;1737974
Hagere Hiywet;Ethiopia;8.98039;37.85;39412
Surabaya;Indonesia;-7.24924;112.751;2609829
Mumbai;India;19.017;72.857;15834918
Asha;Russia;54.998;57.2726;35944
Mbalmayo;Cameroon;3.52039;11.5;53501
Dauphin;Canada;51.15;-100.05;8747
Hamadan;Iran;34.796;48.515;264293
Fulin;China;29.35;102.717;1049
Namsos;Norway;64.4833;11.5;9035
Yangquan;China;37.87;113.57;851801
Dzhankoy;Ukraine;45.717;34.4;42805
Puerto Villarroel;Bolivia;-16.87;-64.78;1778
Compostela;Mexico;21.2304;-104.9;15192
Dalby;Australia;-27.1939;151.266;9818
Watsa;Congo (Kinshasa);3.04001;29.53;17721
Uncia;Bolivia;-18.47;-66.57;4723
Barra do Corda;Brazil;-5.5096;-45.26;48901
Puebla;Mexico;19.05;-98.2;1793549
Lashkar Gah;Afghanistan;31.583;64.36;201546
Balcarce;Argentina;-37.8333;-58.25;18967
Nanping;China;26.6304;118.17;192364
Rizhao;China;35.4304;119.45;555693
Nyahanga;Tanzania;-2.38292;33.55;16092
Nazran;Russia;43.233;44.783;93357
Rabaul;Papua New Guinea;-4.20549;152.143;5894
Mayumba;Gabon;-3.4166;10.65;3996
Esperance;Australia;-33.8573;121.889;7205
Imphal;India;24.8;93.95;244254
Makiyivka;Ukraine;48.0297;37.9746;318882
Luau;Angola;-10.7095;22.23;9964
Zvezdnyy;Russia;70.9566;-179.59;10
Taungoo;Myanmar;18.9483;96.4179;105590
Cachoeira do Sul;Brazil;-30.03;-52.91;61871
Los Alamos;United States of America;35.8911;-106.298;11997
Blumenau;Brazil;-26.92;-49.09;286326
Gikongoro;Rwanda;-2.4833;29.5667;15000
Wilkes Barre;United States of America;41.249;-75.8779;99824
Dillon;United States of America;45.2157;-112.684;4213
Lira;Uganda;2.26039;32.89;127384
Beni;Congo (Kinshasa);0.490447;29.45;211275
Byumba;Rwanda;-1.57956;30.06;70593
Olenek;Russia;68.525;112.45;10
Big Beaver House;Canada;52.95;-89.8833;10
Grand Forks;United States of America;47.9253;-97.0325;53496
Pernik;Bulgaria;42.61;23.0227;80625
Temuco;Chile;-38.73;-72.58;252015
Ambatondrazaka;Madagascar;-17.8329;48.4167;41843
Dembi Dolo;Ethiopia;8.53373;34.8;27264
Allende;Mexico;28.33;-100.85;18268
Buon Me Thuot;Vietnam;12.667;108.05;248460
Agana;Guam;13.47;144.75;61755
Solola;Guatemala;14.773;-91.183;45373
Pukatawagan;Canada;55.7333;-101.317;431
Luangwa;Mozambique;-15.6196;30.41;3065
Paro;Bhutan;27.3833;89.5167;15000
Shumen;Bulgaria;43.27;26.9294;75487
Magelang;Indonesia;-7.46958;110.18;111461
Beja;Portugal;38.014;-7.863;28756
Huacho;Peru;-11.11;-77.6199;67509
Kotzebue;United States of America;66.8987;-162.597;2873
Sakakah;Saudi Arabia;30;40.1333;128332
Havana;Cuba;23.132;-82.3642;2082458
Nekemte;Ethiopia;9.09046;36.53;73018
Juan Jose Castelli;Argentina;-25.9495;-60.6166;9421
Zima;Russia;53.9331;102.033;46781
Ambler;United States of America;67.0865;-157.851;258
Luxembourg;Luxembourg;49.6117;6.13;91972
Medemine;Tunisia;33.4;10.4167;61705
Amarillo;United States of America;35.23;-101.83;178526
Biltine;Chad;14.5333;20.9167;6682
Oaxaca;Mexico;17.0827;-96.67;396647
St. Augustine;United States of America;29.8949;-81.3147;44214
Illizi;Algeria;26.4834;8.4666;7293
Amundsen–Scott South Pole Station;Antarctica;-89.9829;139.267;125
Bhusawal;India;21.02;75.83;177683
Solikamsk;Russia;59.67;56.75;97397
Hancock;United States of America;47.1273;-88.5808;10322
Adapazari;Turkey;40.8;30.415;260109
St. Anns Bay;Jamaica;18.4326;-77.1995;13671
Paranaiba;Brazil;-19.6796;-51.2;25278
Turnovo;Bulgaria;43.0862;25.6555;53115
Mitchell;United States of America;43.7143;-98.0262;14973
Chukai;Malaysia;4.23324;103.448;63535
Salinas;Ecuador;-2.20003;-80.98;24616
Bloomington;United States of America;40.4846;-88.9936;99842
Beirut;Lebanon;33.872;35.5097;1779062
Pimenta Bueno;Brazil;-11.64;-61.21;25762
Kahama;Tanzania;-3.81957;32.58;35279
Dourados;Brazil;-22.23;-54.81;144743
Gallup;United States of America;35.5241;-108.734;21627
Kaohsiung;Taiwan;22.6333;120.267;2144391
Chiradzulu;Malawi;-15.7;35.1833;1580
Al Jaghbub;Libya;29.7504;24.5166;1744
Faisalabad;Pakistan;31.41;73.11;2561797
Haora;India;22.5804;88.3299;2934655
Oxford House;Canada;54.9504;-95.2666;184
Neiba;Dominican Republic;18.4666;-71.4166;22200
Sukabumi;Indonesia;-6.90962;106.9;276414
Salalah;Oman;17.0255;54.0852;183508
Erldunda;Australia;-25.2333;133.2;10
Tsiigehtchic;Canada;67.4333;-133.75;175
Wheeling;United States of America;40.0643;-80.7211;40940
Ulyanovsk;Russia;54.33;48.41;571553
Sioux Lookout;Canada;50.263;-91.9166;4570
Vancouver;United States of America;45.6303;-122.64;343796
My Tho;Vietnam;10.3504;106.35;123226
Rio Verde;Brazil;-17.8196;-50.93;48318
Androka;Madagascar;-25.0219;44.0749;174
Yekaterinburg;Russia;56.85;60.6;1270488
Tver;Russia;56.86;35.89;382043
Kananga;Congo (Kinshasa);-5.89004;22.4;614273
Kanye;Botswana;-24.9696;25.34;45773
Mahalapye;Botswana;-23.1;26.82;47607
Calucinga;Angola;-11.3196;16.2;531
Shawinigan;Canada;46.5504;-72.7333;41751
Beaver Falls;United States of America;40.7519;-80.3194;64814
Petrolina;Brazil;-9.38001;-40.51;227817
Southaven;United States of America;34.9689;-90.0035;79923
Calatrava;Equatorial Guinea;1.1164;9.41859;628
Kyoto;Japan;35.03;135.75;1632320
Pathum Thani;Thailand;14.0171;100.533;154412
Zabid;Yemen;14.1951;43.3155;102547
Standerton;South Africa;-26.9395;29.24;46057
Apalachicola;United States of America;29.7256;-84.9925;2134
Valenca;Brazil;-13.3596;-39.08;56584
Junin;Argentina;-34.5846;-60.9589;66141
Louga;Senegal;15.6104;-16.25;85075
Magdagachi;Russia;53.45;125.8;8070
Kagoshima;Japan;31.586;130.561;536092
Aksum;Ethiopia;14.1304;38.72;44368
Chiang Mai;Thailand;18.8;98.98;299081
Sarnen;Switzerland;46.899;8.243;9410
Palikir;Federated States of Micronesia;6.91664;158.15;4645
Dubrovnik;Croatia;42.6609;18.0914;32711
Trabzon;Turkey;40.98;39.72;497556
Pampa del Infierno;Argentina;-26.5166;-61.1666;2921
Horqueta;Paraguay;-23.3396;-57.05;13351
